# Preprocessed by replacing every named entities by their label, directly in the text
science_related,scientific_claim,scientific_reference,scientific_context,tokens
0,0.0,0.0,0.0,number quote person morning massive reset button future farming uk thought person url person hashtag futurefarming hashtag agriculturebill
1,0.0,1.0,1.0,discuss url
0,0.0,0.0,0.0,person person person person person person person person person person person person person money spend troll billboard go benefit do good instead marketing campaign maybe follow yeg lead buy lunch kid go top als donation support number own
0,0.0,0.0,0.0,about person szn all over again just announce new project number single drop friday emoticon emoticon person url url
1,1.0,1.0,1.0,scientist capture molecular map animal tissue unprecedented detail url general physics laboratory gpl scientist capture molecular map animal tissue unprecedented detail url url
0,0.0,0.0,0.0,person martha stop redundant bs even bolton accurate crime change thing
0,0.0,0.0,0.0,person person stop lie gun seize one give do so voluntarily number ignore demand
0,0.0,0.0,0.0,gooaall sam lafferty score just second third hashtag extend lead url
1,1.0,1.0,1.0,meditation benefit mental physical health learn more essential health wellness practice url url
1,1.0,0.0,0.0,hashtag worldwetlandsday remind nation consider nationally determined contributions fulfil hashtag climateaction plan achieve target hashtag parisagreement wetlands important carbon store function well intact hashtag wetlandbiodiversitymatter url
1,1.0,0.0,0.0,weather damage affect rail traffic several federal state url
0,0.0,0.0,0.0,donald trump promise fight lgbtq people instead administration systematically undo recent gain right protection here number example trump never support lgbtq community hashtag hashtag url
0,0.0,0.0,0.0,slave family prepare field crop production colorvision url
0,0.0,0.0,0.0,person person vermin libertarian bernie policy exact opposite libertarianism
1,0.0,0.0,1.0,congratulation person receive puskas memorial fellowship url ilinca study malaria transmission dynamic focus vector parasite interaction hashtag womeninstem person person person
0,0.0,0.0,0.0,bernie need change strategy sorry need say yes ad good start go full glove debate speech call cheating go lose
1,1.0,0.0,0.0,person person trump explicitly say sick americans go work do state mild coronavirus case still recover go daily life assertion contradict public health official recommendation manage illness
0,0.0,0.0,0.0,new url refractory person spotlight cammy kaleidoscopic film conventional prostate play become bizarre beautiful encourage viewer experiment own self pleasure full film url url
1,0.0,0.0,1.0,freeman dyson mathematical prodigy leave mark subatomic physics gain public renown writer technological visionary die url
1,1.0,0.0,0.0,person person person got houseless want have hashtag publichealth survival human specie housing healthcare hashtag coronavirus oregon homeless risk coronavirus crowded condition homeless live make more susceptible virus url
0,0.0,0.0,0.0,eg maknae maknae emoticon hyung maknae emoticon hyung line have low value compare maknae line so have hyung line much well sell successful trading less number percent
0,0.0,0.0,0.0,proud announce partnership person only clinically prove esport ready formula improve game use code directly support url url
0,0.0,0.0,0.0,person person stop report speculation attempt manufacture story
1,1.0,0.0,0.0,optimism faith lead achievement do hope confidence helen keller hashtag asimanshidebut
0,0.0,0.0,0.0,support local midwife emoticon emoticon emoticon emoticon emoticon emoticon emoticon emoticon emoticon emoticon hashtag midwife everyday put need other first step time crisis drop emoticon show support hashtag supportournursesandmidwives hashtag sierraleone url
1,1.0,1.0,1.0,terrific research yannick oswald person colleague once person begin pay attention climate impact emission comparatively rich importance fly reduction jump several step upwards sensible climate action priority rank
0,0.0,0.0,0.0,tax season here check tip help maximize return make process less tax business contact office speak plan retirement url url
0,0.0,0.0,0.0,pakistan cricket board say number hashtag test conduct player other associate psl come negative
1,1.0,1.0,1.0,often say spanish flu begin kansas usa be evidence deadly pandemic kill number people originate chinese labourer ship north america spaniards complain hashtag chinesevirus url
1,1.0,0.0,0.0,know hashtag coronavirus concern stress many hashtag hashtag socialdistancing hashtag selfisolating important look wellbeing find support mental health url url
0,0.0,0.0,0.0,person person person person person person person person person person person person person person person person person person person person please stop broadcast hashtag coronavirustaskforce press briefing take control cycle hashtag
0,0.0,0.0,0.0,person person person person person person person person person person person call bs ago dismantle committee obama create ebola sars epidemic come now blame obama have plan action number scenario truth fault own research stop drink orange koolaid mentality
0,0.0,0.0,0.0,civic saturday morning number hashtag postcardstovoter support person gorgeous new batch postcard emoticon emoticon emoticon emoticon emoticon hashtag jillforjustice hashtag gotv person person person url
1,1.0,1.0,1.0,shockingly study note involvement project only unc researcher fda representative also zhengli li shi key laboratory special pathogens biosafety wuhan institute virology chinese academy sciences wuhan china url
0,0.0,0.0,0.0,body part cover see picture rt science
0,0.0,0.0,0.0,person takumiiiii big mood though same
0,0.0,0.0,0.0,talk professional matter lead opportunity more virgo url
0,0.0,0.0,0.0,hashtag hija kamran official medium matters democracy say current law include prevention electronic crimes act threat journalist
1,1.0,0.0,0.0,music have ability repair brain damage as well return lose memory hashtag haitian hashtag music
1,0.0,0.0,1.0,canadian take number min complete stats survey impact hashtag use help asse need community implement suitable support measure pandemic become important resource future research url
1,1.0,1.0,1.0,policy social distancing use combat coronavirus have adverse effect low income nation ahmed mushfiq mobarak zachary barnett howell write url
1,1.0,0.0,0.0,turkey report low number coronavirus case second day row number case report monday down number compare previous day number number sicken march number die march person number k recovery so far
1,1.0,0.0,0.0,know eye exercise vision therapy help digital eye strain certain eye condition eye exercise strengthen weak eye muscle improve blood circulation muscle tone try eye exercise well strong vision emoticon emoticon emoticon emoticon hashtag centralamericantwitter url
0,0.0,0.0,0.0,next house ever room have bar light must person
0,0.0,0.0,0.0,tower god shounen ai stop talk rachel
0,0.0,0.0,0.0,person mature fully yet
0,0.0,0.0,0.0,twitter party baby lion let support send encouragement plan hashtag daradailylivexplan url
0,0.0,0.0,0.0,facility bring mortal remain malayalees pass away gulf country cause other make embassy gulf country chief minister shri pinarayi vijayan demand letter prime minister narendra modi url
0,0.0,0.0,0.0,enhance strength remove weakness self doubt draw earth oak strength personal sphere use draw new situation initiate new process divert difficulty sudden url
0,0.0,0.0,0.0,hashtag hashtag wedemandstipendincrement interns demand stipend increment past many year government listen demand also state government person person person person person url
0,0.0,0.0,0.0,today announce new loan scheme simple quick easy solution need small loan business apply new bounce loans maximum number money number percent turnover government pay interest first month url
1,1.0,0.0,0.0,person person person person part science illiterate overall mortality sex reassign person high follow up ahr number number percent ci control same birth sex particularly death suicide
0,0.0,0.0,0.0,person gulf news stop empolye islam hater baigan chaturvedi
0,0.0,0.0,0.0,pollen dry grass underneath
0,0.0,0.0,0.0,person person stop hoard so much throw shit away
1,1.0,1.0,1.0,durable washable textile coating repel virus new research lead safely reusable ppe url
1,1.0,0.0,0.0,person yes too ventilation very dangerous pulmonary support husband have cardiac arrest day pulmonary physician work get as soon possible otherwise body become dependent never able breath own
0,0.0,0.0,0.0,person also realme watch support number sport mode activity tracking include football basketball aerobics badminton yoga treadmill running biking mode emoticon person person hashtag hashtag realmewatch
0,0.0,0.0,0.0,timeline need more baby goat url
0,0.0,0.0,0.0,person yet peaceful protester stop prevent looter continue damage city shield protester group
0,0.0,0.0,0.0,super analysis right here dispel myth
0,0.0,0.0,0.0,reach goal engineer url
0,0.0,0.0,0.0,precaution take prevent fire explosion include appropriate protection storage vessel lpg cylinder hashtag storyyagaswebinar
0,0.0,0.0,0.0,person john harrison proud see exhibition greenwich observatory see year ago assume harrison clock still there
0,0.0,0.0,0.0,full porno kim url love more love hashtag 逃げ恥 megan big butt arab hot muslim woman fuck masturbation porn usa
0,0.0,0.0,0.0,weaponization medical language embolden white supremacy authority white coat stop happen again george floyd autopsy structural gaslighting america url person
1,0.0,1.0,1.0,article feature person hashtag community page read here url
0,0.0,0.0,0.0,person tend steer clear topic here honest be plenty forum debate away more general social medium know hard see agree much well bite tongue scroll past
1,1.0,0.0,0.0,suicide rate high lack opportunity unemployment faulty healthcare system man feel expendable lack father go address america low happiness index url
1,1.0,1.0,1.0,hope raise cancer treatment experiment halt tumour growth mouse url
1,1.0,1.0,1.0,new preprint awesome person postdoc lab person collaboration wolbachia virus alter host transcriptome interface nucleotide metabolism pathway url
0,0.0,0.0,0.0,abah get old ummi get old clock never stop tick just pray allah give enough time give show grateful sacrifice aamiin
0,0.0,0.0,0.0,person knowledge söyüncü very available lol leicester need sell hence chilwell also so expensive tagliafico just make too much sense way add havertz idc else window massive success opinion
0,0.0,0.0,0.0,person person thank yes reaction lead big move upward too so just stay chill now
0,0.0,0.0,0.0,haste silence georgians demand police accountability state legislature produce severely flawed bill substantially reduce penalty deliberately kill police officer person say hashtag gapol url hashtag gapol
1,0.0,1.0,1.0,person person please read research analysis url
0,0.0,0.0,0.0,tmh elohyim real tmh elohyim emphasize chosen few holy people different nation majority nature negropeans heavy hearted religious fanatic christians buddhist islamic judaism scientist few holy people number
0,0.0,0.0,0.0,transmog conversation always lead bunny uniform mmorpg play have hashtag rewind person
0,0.0,0.0,0.0,see disney community tweet vague post state abuse assault people list number coworker come mind think one problem disney hr do case report lead more victim
1,0.0,1.0,1.0,person find algebraic topology base analysis emergence structure activate brain come blue brain project few year ago interesting new scientist pretty terrible okay surface introduction url
0,0.0,0.0,0.0,hashtag radheshyam load decrease speed emoticon url
1,1.0,1.0,1.0,new article person burn solid fuel home heating big source hashtag airpollution small town switch clean energy source have benefit hashtag airquality hashtag climatechange also reduce impact hashtag url
0,0.0,0.0,0.0,be more jesus christ back urge use name focus ask whatsoever desire god live faith faith victory victory go url url
0,0.0,0.0,0.0,brilliant online symposium today light installation magic heritage fascinating selection speaker share knowledge technique experience such person indeed magical hashtag lightheritagemagic url
0,0.0,0.0,0.0,tiktok treats join tiktok treats win free realme mobile phone permenent mlbb skin please download tiktok url
1,1.0,1.0,1.0,person person researcher find evidence urban protest reignite city have protest see increase social distancing behavior overall population lead modest evidence small long run case growth decline url
0,0.0,0.0,0.0,new age initiative new face fanism fellowship die hard chiyaan vikram fan kerala person follow support emoticon hashtag vikramtrendskerala emoticon hashtag chiyaanvikram url
1,1.0,1.0,1.0,new study emphasise extraordinary degree covid fatality concentrate old people young middle aged url person
1,1.0,0.0,0.0,person ok try cancel here hot take cause vocal disagreement vietnamese le duan strategically competent run war badly giap well still exactly military genius load error cost many life still win though
0,0.0,0.0,0.0,streamer support other think competition
1,1.0,0.0,0.0,hcq save life non doctor google twitter facebook try stop people get really help people certainly help louie gohmert newsmax tv want just die hcq save url
1,1.0,0.0,0.0,today el paso department health report number death high single day increase death occur same day url
0,0.0,0.0,0.0,person person murder time person person person person person person person hashtag sanjayraut person person person person stop dupe nation number hashtag lowerclass hashtag middleclass person url
1,0.0,1.0,1.0,france mayer bring poor back inequality welfare politics european political science pp number url url
1,1.0,1.0,1.0,scientist discover way make quantum state number time long url hashtag computerscience
0,0.0,0.0,0.0,person increase number covert murder
1,1.0,0.0,1.0,australia victoria report low rise case month url source ewn
0,0.0,0.0,0.0,wish other badluck clearly inhumane act wrong ask support lisa issue too always put mind just word obligation protect defend number absolutely loss humanity kpop url
0,0.0,0.0,0.0,be biometric tell
0,0.0,0.0,0.0,upper west side resident furious consider sue new york city homeless increase new york url hashtag smartnews
0,0.0,0.0,0.0,go say have bad report yet
0,0.0,0.0,0.0,msu athletics partner michigan department state local election official promote civic engagement prior presidential election partnership initiative already underway url
1,1.0,0.0,0.0,difference smoking obesity treat produce roughly similar result public health obesity bad now fascinating
0,0.0,0.0,0.0,hashtag usdcad september short pullback daily bearish rejection support number pip number number percent trade reverse start new week make high high stop trade september bad trade just successful url
0,0.0,0.0,0.0,ever see number titans attack other nontitan try intervene so amazing turn non titan emoticon emoticon emoticon emoticon titans vibe hashtag mybesttachapics url
0,0.0,0.0,0.0,election law sometimes robotically apply harsh result mindful deadline rule associate petition discretionary use objection disqualify potential candidate john url url
0,0.0,0.0,0.0,yejin back place stop vote other fandom sure vote hard favs now thei emoticon emoticon url
1,1.0,1.0,1.0,grow number otherwise well people develop form ptsd administration cheerleader malevolence contempt life comprehension url
1,1.0,0.0,1.0,montana press really need run story first term congressman reject evolution dismiss science climate change recently promote idea herd immunity solution coronavirus pandemic url person
0,0.0,0.0,0.0,person person config depend vpn solution essence ensure cm client use cmg mu management traffic be reason configmgr go vpn period url
0,0.0,0.0,0.0,teach anti white stop hate hashtag education
0,0.0,0.0,0.0,chilean abuse survivor fear covid crisis stop investigation accuse clergy person url
0,0.0,0.0,0.0,just yet heat start fast quarter then shot stop fall stop stop come boston beat miami heat lead ecf game number game sunday
0,0.0,0.0,0.0,hmph kidding have dynamite body really have time do modeling bite low lip
1,1.0,1.0,1.0,multifarious nature damage mean treatment cardiac issue infection require tailor approach url
1,0.0,1.0,1.0,finally person phenome wide mendelian randomization map influence plasma proteome complex disease url come nice query tool url hashtag proteomic hashtag pqtl
0,0.0,0.0,0.0,person person person person person person person please pass payroll support program extensionact hr now furlough need job essential worker emoticon emoticon emoticon emoticon emoticon
1,1.0,0.0,1.0,priority future research impact covid suicide self harm role inequality feature economic regional ethnic know effect overall number become key question
1,1.0,0.0,0.0,person person person person person trans people support only trans people ask lesbians date site infest man buy thinking persuade so goodnight
0,0.0,0.0,0.0,celebs support hashtag sanakhan decision quit showbiz url
0,0.0,0.0,0.0,day stop spread democratic socialism
0,0.0,0.0,0.0,congratulation sir seewoosagur ramgoolam international airport mauritius become hashtag ahaaccredite programme promote recognition professional excellence maintain safe hygienic facility learn more url person person url
0,0.0,0.0,0.0,black kpop stan feel unsafe scared emoticon that alone reason uproar community
1,0.0,0.0,1.0,person endorse person stand let science undermine joe biden trust truth evidence science democracy make only choice us election url
0,0.0,0.0,0.0,urgently required extend due date annual audit due date dec tax audit return date dec routine notice compliance dateto please support share retweet person person person person person
1,1.0,0.0,0.0,person question many death really covid like say early flu case drop number percent year seriously doubt flu virus just disappear have feeling covid death flu relate
0,0.0,0.0,0.0,pro tip white politician diminish bipoc woman working class experience just do
0,0.0,0.0,0.0,person person number unemployed pay work age wonder bingo girl appreciate quick full house covid need stop put random people street pedestal wisdom have sensible thought life
1,1.0,0.0,0.0,pandemic over incorrect information cost life undermine effort control virus protect most risk today make hashtag pledgetopause share information online join url
1,0.0,1.0,1.0,research use twitter scientist emoticon number simple rule start twitter scientist url hashtag academictwitter hashtag sciencetwitter hashtag howto
0,0.0,0.0,0.0,ploy boz stop folk trick treating get sit home wait stupid head
1,1.0,1.0,1.0,number new case hashtag report today ontario day average trend still rise url hashtag url
0,0.0,0.0,0.0,person stop spread lie
0,0.0,0.0,0.0,mean white people stop watch netflix documentary now racism go
0,0.0,0.0,0.0,kaiser stop lurk useless expect tribute next minute block
1,1.0,1.0,1.0,lack monetary price negative consequence burn fossil fuel see subsidy fossil fuel key finding imf paper large global fossil fuel subsidies url url
1,1.0,1.0,1.0,risk associate use hashtag benzodiazepine remain use more widely wisely read all hashtag drugsafety article here url
0,0.0,0.0,0.0,person number time high report official figure emoticon emoticon emoticon
1,1.0,1.0,1.0,person none trial currently way design detect reduction serious outcome such hospital admission use intensive care death vaccine study determine interrupt transmission virus url
0,0.0,0.0,0.0,sugar daddy thing make care hustling boyfriend look very foolish emoticon emoticon emoticon emoticon know pain go research say rice dey repair phone emoticon emoticon emoticon
0,0.0,0.0,0.0,mayor person about start news conference talk number city staff report come one advocate vacant home tax transit update tweet highlight
1,1.0,1.0,1.0,tightly weave blood vessel solid tumor tough celluar therapy penetrate person research find combine car t cell therapy inhibitor drug allow engineer cell break attack tumor url
1,1.0,1.0,1.0,association prescribed opioid receipt community acquired pneumonia adult systematic review meta analysis url
0,0.0,0.0,0.0,celebrity that promote vaccine hold accountable harm cause
1,0.0,1.0,1.0,number systematic review who contradict claim thread url url url who next tweet yet craft message promote fear harm kid decade have number rt unbelievable
0,0.0,0.0,0.0,tayriana stan stop win year url
1,0.0,0.0,1.0,look great opportunity get research wash publish mentorship available too special issue number journal url person hashtag washtwitter hashtag wash hashtag sanitation hashtag water hashtag hygiene hashtag sdg
1,0.0,0.0,1.0,highly prestigious competitive award fund european union support scholar pursue ground break research make number edinburgh academic person url
0,0.0,0.0,0.0,hashtag somali mediation jihadist dozo hunter stop violence axadle url url
0,0.0,0.0,0.0,person wroter facist rag support kying facist leader tell new
1,0.0,1.0,1.0,vestislav apostolov david calderbank eveline legendre weighted k stability polarize variety extremality sasaki manifold url url
1,1.0,0.0,0.0,person person sorry have number number dead covid total death actually low yr yrs before do research own quit believe hear news
0,0.0,0.0,0.0,dear hashtag nin applicant kindly download enrolment form below emoticon url fill submit form person enrollment center enrol national identity database issue national identification number hashtag digitalnigeria
0,0.0,0.0,0.0,uber support team email address
0,0.0,0.0,0.0,house pass bill increase stimulus check number money url
0,0.0,0.0,0.0,person hashtag renjun deserve well treatment hashtag please treat renjun fairly
